serial,00bkg,01body,02cheeks,03eye,04beak,05face,06hat,07clothes,dna
8634,bkg02,body01,cheeks11,Eye22,Beak05,NONE,hat67,clothes23,bkg02--body01--cheeks11--Eye22--Beak05--NONE--hat67--clothes23
8635,bkg07,body01,NONE,Eye01,Beak05,NONE,hat01,clothes59,bkg07--body01--NONE--Eye01--Beak05--NONE--hat01--clothes59
8636,bkg04,body01,cheeks08,Eye11,Beak05,NONE,hat26,clothes09,bkg04--body01--cheeks08--Eye11--Beak05--NONE--hat26--clothes09
8637,bkg04,body01,NONE,Eye20,Beak07,NONE,hat01,clothes51,bkg04--body01--NONE--Eye20--Beak07--NONE--hat01--clothes51
8638,bkg05,body01,cheeks09,Eye10,Beak03,face01,hat10,clothes51,bkg05--body01--cheeks09--Eye10--Beak03--face01--hat10--clothes51
8639,bkg06,body01,cheeks04,Eye21,Beak07,NONE,hat65,clothes49,bkg06--body01--cheeks04--Eye21--Beak07--NONE--hat65--clothes49
8640,bkg07,body01,cheeks12,Eye08,Beak04,NONE,hat27,clothes64,bkg07--body01--cheeks12--Eye08--Beak04--NONE--hat27--clothes64
8641,bkg02,body01,cheeks06,Eye16,Beak03,NONE,hat34,clothes23,bkg02--body01--cheeks06--Eye16--Beak03--NONE--hat34--clothes23
8642,bkg01,body01,NONE,Eye04,Beak13,face07,hat22,clothes60,bkg01--body01--NONE--Eye04--Beak13--face07--hat22--clothes60
8643,bkg03,body01,cheeks10,Eye21,Beak07,face05,hat27,NONE,bkg03--body01--cheeks10--Eye21--Beak07--face05--hat27--NONE
8644,bkg06,body01,cheeks05,Eye26,Beak01,face05,hat67,clothes11,bkg06--body01--cheeks05--Eye26--Beak01--face05--hat67--clothes11
8645,bkg05,body01,cheeks05,Eye07,Beak12,face07,hat08,clothes73,bkg05--body01--cheeks05--Eye07--Beak12--face07--hat08--clothes73
8646,bkg03,body01,cheeks05,Eye25,Beak09,NONE,hat67,clothes37,bkg03--body01--cheeks05--Eye25--Beak09--NONE--hat67--clothes37
8647,bkg03,body01,cheeks04,Eye29,Beak12,NONE,hat31,clothes70,bkg03--body01--cheeks04--Eye29--Beak12--NONE--hat31--clothes70
8648,bkg01,body01,cheeks06,Eye22,Beak02,NONE,hat56,clothes48,bkg01--body01--cheeks06--Eye22--Beak02--NONE--hat56--clothes48
8649,bkg03,body01,NONE,Eye19,Beak06,face01,hat14,clothes78,bkg03--body01--NONE--Eye19--Beak06--face01--hat14--clothes78
8650,bkg03,body01,cheeks03,Eye01,Beak07,NONE,hat49,clothes63,bkg03--body01--cheeks03--Eye01--Beak07--NONE--hat49--clothes63
8651,bkg03,body01,cheeks11,Eye24,Beak13,NONE,hat15,clothes69,bkg03--body01--cheeks11--Eye24--Beak13--NONE--hat15--clothes69
8652,bkg07,body01,cheeks11,Eye20,Beak07,face04,hat61,clothes46,bkg07--body01--cheeks11--Eye20--Beak07--face04--hat61--clothes46
8653,bkg04,body01,cheeks11,Eye20,Beak07,NONE,NONE,clothes04,bkg04--body01--cheeks11--Eye20--Beak07--NONE--NONE--clothes04
8654,bkg02,body01,NONE,Eye24,Beak05,NONE,hat53,clothes25,bkg02--body01--NONE--Eye24--Beak05--NONE--hat53--clothes25
8655,bkg01,body01,cheeks12,Eye08,Beak13,face04,hat47,clothes75,bkg01--body01--cheeks12--Eye08--Beak13--face04--hat47--clothes75
8656,bkg06,body01,cheeks11,Eye08,Beak03,face06,hat50,NONE,bkg06--body01--cheeks11--Eye08--Beak03--face06--hat50--NONE
8657,bkg07,body01,cheeks10,Eye25,Beak11,face06,NONE,clothes32,bkg07--body01--cheeks10--Eye25--Beak11--face06--NONE--clothes32
8658,bkg02,body01,NONE,Eye10,Beak07,face01,hat29,NONE,bkg02--body01--NONE--Eye10--Beak07--face01--hat29--NONE
8659,bkg01,body01,cheeks05,Eye23,Beak01,NONE,hat52,clothes44,bkg01--body01--cheeks05--Eye23--Beak01--NONE--hat52--clothes44
8660,bkg01,body01,cheeks06,Eye07,Beak07,NONE,hat49,clothes68,bkg01--body01--cheeks06--Eye07--Beak07--NONE--hat49--clothes68
8661,bkg07,body01,cheeks08,Eye28,Beak01,face01,hat18,clothes48,bkg07--body01--cheeks08--Eye28--Beak01--face01--hat18--clothes48
8662,bkg03,body01,cheeks07,Eye08,Beak05,NONE,hat52,clothes61,bkg03--body01--cheeks07--Eye08--Beak05--NONE--hat52--clothes61
8663,bkg05,body01,cheeks12,Eye22,Beak12,face01,hat79,clothes01,bkg05--body01--cheeks12--Eye22--Beak12--face01--hat79--clothes01
8664,bkg05,body01,NONE,Eye01,Beak01,NONE,hat02,clothes55,bkg05--body01--NONE--Eye01--Beak01--NONE--hat02--clothes55
8665,bkg07,body01,cheeks09,Eye16,Beak02,NONE,hat33,clothes21,bkg07--body01--cheeks09--Eye16--Beak02--NONE--hat33--clothes21
8666,bkg04,body01,cheeks10,Eye25,Beak12,face04,hat31,clothes21,bkg04--body01--cheeks10--Eye25--Beak12--face04--hat31--clothes21
8667,bkg05,body01,cheeks08,Eye21,Beak09,NONE,NONE,clothes29,bkg05--body01--cheeks08--Eye21--Beak09--NONE--NONE--clothes29
8668,bkg03,body01,cheeks13,Eye01,Beak02,NONE,hat02,clothes67,bkg03--body01--cheeks13--Eye01--Beak02--NONE--hat02--clothes67
8669,bkg01,body01,cheeks06,Eye30,Beak12,NONE,hat53,clothes66,bkg01--body01--cheeks06--Eye30--Beak12--NONE--hat53--clothes66
8670,bkg04,body01,cheeks11,Eye02,Beak01,NONE,hat75,clothes73,bkg04--body01--cheeks11--Eye02--Beak01--NONE--hat75--clothes73
8671,bkg01,body01,NONE,Eye02,Beak11,face04,hat10,clothes44,bkg01--body01--NONE--Eye02--Beak11--face04--hat10--clothes44
8672,bkg07,body01,cheeks13,Eye15,Beak05,NONE,hat41,clothes77,bkg07--body01--cheeks13--Eye15--Beak05--NONE--hat41--clothes77
8673,bkg02,body01,cheeks1,Eye04,Beak03,face01,hat32,clothes06,bkg02--body01--cheeks1--Eye04--Beak03--face01--hat32--clothes06
8674,bkg07,body01,cheeks08,Eye01,Beak06,NONE,hat62,clothes02,bkg07--body01--cheeks08--Eye01--Beak06--NONE--hat62--clothes02
8675,bkg01,body01,cheeks13,Eye04,Beak09,face07,hat21,clothes74,bkg01--body01--cheeks13--Eye04--Beak09--face07--hat21--clothes74
8676,bkg03,body01,NONE,Eye10,Beak04,NONE,hat79,clothes66,bkg03--body01--NONE--Eye10--Beak04--NONE--hat79--clothes66
8677,bkg03,body01,cheeks11,Eye02,Beak06,NONE,hat73,clothes58,bkg03--body01--cheeks11--Eye02--Beak06--NONE--hat73--clothes58
8678,bkg02,body01,cheeks13,Eye15,Beak03,face04,hat79,clothes73,bkg02--body01--cheeks13--Eye15--Beak03--face04--hat79--clothes73
8679,bkg04,body01,cheeks1,Eye03,Beak06,NONE,hat70,clothes12,bkg04--body01--cheeks1--Eye03--Beak06--NONE--hat70--clothes12
8680,bkg06,body01,cheeks08,Eye02,Beak02,face10,hat22,clothes37,bkg06--body01--cheeks08--Eye02--Beak02--face10--hat22--clothes37
8681,bkg06,body01,cheeks08,Eye18,Beak05,face05,hat13,clothes68,bkg06--body01--cheeks08--Eye18--Beak05--face05--hat13--clothes68
8682,bkg07,body01,cheeks04,Eye01,Beak09,NONE,hat63,clothes24,bkg07--body01--cheeks04--Eye01--Beak09--NONE--hat63--clothes24
8683,bkg01,body01,cheeks10,Eye03,Beak13,face01,NONE,clothes16,bkg01--body01--cheeks10--Eye03--Beak13--face01--NONE--clothes16
8684,bkg05,body01,NONE,Eye03,Beak12,NONE,hat83,clothes16,bkg05--body01--NONE--Eye03--Beak12--NONE--hat83--clothes16
8685,bkg06,body01,NONE,Eye09,Beak05,NONE,hat62,clothes38,bkg06--body01--NONE--Eye09--Beak05--NONE--hat62--clothes38
8686,bkg01,body01,cheeks12,Eye12,Beak06,face05,hat43,clothes68,bkg01--body01--cheeks12--Eye12--Beak06--face05--hat43--clothes68
8687,bkg02,body01,cheeks09,Eye07,Beak02,NONE,hat24,clothes54,bkg02--body01--cheeks09--Eye07--Beak02--NONE--hat24--clothes54
8688,bkg04,body01,cheeks07,Eye16,Beak04,NONE,hat82,clothes50,bkg04--body01--cheeks07--Eye16--Beak04--NONE--hat82--clothes50
8689,bkg01,body01,NONE,Eye01,Beak13,NONE,hat73,clothes12,bkg01--body01--NONE--Eye01--Beak13--NONE--hat73--clothes12
8690,bkg02,body01,cheeks13,Eye17,Beak02,face01,hat35,clothes47,bkg02--body01--cheeks13--Eye17--Beak02--face01--hat35--clothes47
8691,bkg03,body01,cheeks10,Eye10,Beak03,NONE,hat38,clothes54,bkg03--body01--cheeks10--Eye10--Beak03--NONE--hat38--clothes54
8692,bkg05,body01,cheeks09,Eye22,Beak02,face03,NONE,NONE,bkg05--body01--cheeks09--Eye22--Beak02--face03--NONE--NONE
8693,bkg04,body01,cheeks08,Eye17,Beak06,NONE,hat82,clothes51,bkg04--body01--cheeks08--Eye17--Beak06--NONE--hat82--clothes51
8694,bkg03,body01,cheeks06,Eye27,Beak08,face01,hat72,NONE,bkg03--body01--cheeks06--Eye27--Beak08--face01--hat72--NONE
8695,bkg07,body01,cheeks12,Eye01,Beak04,NONE,hat31,clothes27,bkg07--body01--cheeks12--Eye01--Beak04--NONE--hat31--clothes27
8696,bkg06,body01,cheeks08,Eye23,Beak02,NONE,hat07,clothes63,bkg06--body01--cheeks08--Eye23--Beak02--NONE--hat07--clothes63
8697,bkg04,body01,cheeks08,Eye20,Beak02,face07,NONE,clothes22,bkg04--body01--cheeks08--Eye20--Beak02--face07--NONE--clothes22
8698,bkg03,body01,cheeks13,Eye01,Beak07,NONE,hat83,NONE,bkg03--body01--cheeks13--Eye01--Beak07--NONE--hat83--NONE
8699,bkg07,body01,cheeks11,Eye04,Beak02,NONE,hat79,clothes15,bkg07--body01--cheeks11--Eye04--Beak02--NONE--hat79--clothes15
8700,bkg03,body01,cheeks13,Eye15,Beak11,face10,hat51,clothes39,bkg03--body01--cheeks13--Eye15--Beak11--face10--hat51--clothes39
8701,bkg06,body01,cheeks06,Eye20,Beak04,face05,NONE,clothes58,bkg06--body01--cheeks06--Eye20--Beak04--face05--NONE--clothes58
8702,bkg01,body01,cheeks04,Eye01,Beak13,face01,hat20,clothes38,bkg01--body01--cheeks04--Eye01--Beak13--face01--hat20--clothes38
8703,bkg06,body01,cheeks03,Eye10,Beak10,NONE,hat84,clothes16,bkg06--body01--cheeks03--Eye10--Beak10--NONE--hat84--clothes16
8704,bkg06,body01,cheeks10,Eye30,Beak10,NONE,hat15,clothes72,bkg06--body01--cheeks10--Eye30--Beak10--NONE--hat15--clothes72
8705,bkg02,body01,cheeks08,Eye10,Beak12,NONE,NONE,clothes01,bkg02--body01--cheeks08--Eye10--Beak12--NONE--NONE--clothes01
8706,bkg03,body01,cheeks08,Eye30,Beak05,NONE,hat38,clothes68,bkg03--body01--cheeks08--Eye30--Beak05--NONE--hat38--clothes68
8707,bkg07,body01,cheeks1,Eye11,Beak09,NONE,hat11,clothes19,bkg07--body01--cheeks1--Eye11--Beak09--NONE--hat11--clothes19
8708,bkg06,body01,NONE,Eye02,Beak13,NONE,hat37,clothes19,bkg06--body01--NONE--Eye02--Beak13--NONE--hat37--clothes19
8709,bkg02,body01,cheeks05,Eye15,Beak05,NONE,hat08,clothes17,bkg02--body01--cheeks05--Eye15--Beak05--NONE--hat08--clothes17
8710,bkg02,body01,cheeks11,Eye20,Beak09,NONE,hat82,clothes38,bkg02--body01--cheeks11--Eye20--Beak09--NONE--hat82--clothes38
8711,bkg05,body01,cheeks03,Eye01,Beak10,NONE,hat26,NONE,bkg05--body01--cheeks03--Eye01--Beak10--NONE--hat26--NONE
8712,bkg01,body01,cheeks05,Eye25,Beak12,NONE,hat50,clothes64,bkg01--body01--cheeks05--Eye25--Beak12--NONE--hat50--clothes64
8713,bkg01,body01,cheeks11,Eye06,Beak02,face03,hat30,NONE,bkg01--body01--cheeks11--Eye06--Beak02--face03--hat30--NONE
8714,bkg04,body01,NONE,Eye12,Beak05,face07,hat23,clothes59,bkg04--body01--NONE--Eye12--Beak05--face07--hat23--clothes59
8715,bkg01,body01,cheeks06,Eye03,Beak07,NONE,NONE,clothes01,bkg01--body01--cheeks06--Eye03--Beak07--NONE--NONE--clothes01
8716,bkg02,body01,NONE,Eye04,Beak07,NONE,hat17,clothes27,bkg02--body01--NONE--Eye04--Beak07--NONE--hat17--clothes27
8717,bkg07,body01,cheeks07,Eye14,Beak09,NONE,hat83,clothes69,bkg07--body01--cheeks07--Eye14--Beak09--NONE--hat83--clothes69
8718,bkg04,body01,cheeks05,Eye05,Beak12,face01,hat49,clothes66,bkg04--body01--cheeks05--Eye05--Beak12--face01--hat49--clothes66
8719,bkg07,body01,cheeks11,Eye17,Beak04,face01,hat27,clothes49,bkg07--body01--cheeks11--Eye17--Beak04--face01--hat27--clothes49
8720,bkg04,body01,NONE,Eye06,Beak04,NONE,hat65,clothes21,bkg04--body01--NONE--Eye06--Beak04--NONE--hat65--clothes21
8721,bkg06,body01,cheeks02,Eye27,Beak05,NONE,hat23,clothes61,bkg06--body01--cheeks02--Eye27--Beak05--NONE--hat23--clothes61
8722,bkg01,body01,cheeks07,Eye25,Beak08,NONE,NONE,clothes83,bkg01--body01--cheeks07--Eye25--Beak08--NONE--NONE--clothes83
8723,bkg04,body01,NONE,Eye06,Beak07,NONE,hat16,clothes83,bkg04--body01--NONE--Eye06--Beak07--NONE--hat16--clothes83
8724,bkg01,body01,cheeks11,Eye04,Beak09,face05,NONE,clothes73,bkg01--body01--cheeks11--Eye04--Beak09--face05--NONE--clothes73
8725,bkg06,body01,cheeks10,Eye30,Beak13,NONE,hat54,clothes01,bkg06--body01--cheeks10--Eye30--Beak13--NONE--hat54--clothes01
8726,bkg07,body01,cheeks08,Eye02,Beak12,NONE,hat70,clothes31,bkg07--body01--cheeks08--Eye02--Beak12--NONE--hat70--clothes31
8727,bkg05,body01,cheeks04,Eye01,Beak10,NONE,hat26,clothes47,bkg05--body01--cheeks04--Eye01--Beak10--NONE--hat26--clothes47
8728,bkg05,body01,cheeks10,Eye04,Beak08,NONE,hat11,clothes14,bkg05--body01--cheeks10--Eye04--Beak08--NONE--hat11--clothes14
8729,bkg06,body01,cheeks05,Eye03,Beak09,face06,hat08,clothes10,bkg06--body01--cheeks05--Eye03--Beak09--face06--hat08--clothes10
8730,bkg03,body01,NONE,Eye08,Beak04,face06,hat77,clothes80,bkg03--body01--NONE--Eye08--Beak04--face06--hat77--clothes80
8731,bkg05,body01,cheeks08,Eye07,Beak09,NONE,hat43,clothes29,bkg05--body01--cheeks08--Eye07--Beak09--NONE--hat43--clothes29
8732,bkg03,body01,NONE,Eye12,Beak04,NONE,hat03,clothes60,bkg03--body01--NONE--Eye12--Beak04--NONE--hat03--clothes60
8733,bkg06,body01,cheeks12,Eye08,Beak09,NONE,hat35,clothes01,bkg06--body01--cheeks12--Eye08--Beak09--NONE--hat35--clothes01
8734,bkg01,body01,cheeks05,Eye29,Beak03,NONE,NONE,clothes68,bkg01--body01--cheeks05--Eye29--Beak03--NONE--NONE--clothes68
8735,bkg04,body01,cheeks11,Eye17,Beak02,face05,NONE,clothes02,bkg04--body01--cheeks11--Eye17--Beak02--face05--NONE--clothes02
8736,bkg03,body01,cheeks12,Eye06,Beak12,NONE,hat05,clothes78,bkg03--body01--cheeks12--Eye06--Beak12--NONE--hat05--clothes78
8737,bkg01,body01,cheeks11,Eye18,Beak04,face01,NONE,clothes47,bkg01--body01--cheeks11--Eye18--Beak04--face01--NONE--clothes47
8738,bkg06,body01,cheeks05,Eye05,Beak03,face01,hat03,clothes68,bkg06--body01--cheeks05--Eye05--Beak03--face01--hat03--clothes68
8739,bkg07,body01,cheeks04,Eye16,Beak06,NONE,hat54,clothes05,bkg07--body01--cheeks04--Eye16--Beak06--NONE--hat54--clothes05
8740,bkg07,body01,cheeks11,Eye23,Beak03,face03,hat74,clothes23,bkg07--body01--cheeks11--Eye23--Beak03--face03--hat74--clothes23
8741,bkg01,body01,NONE,Eye04,Beak09,NONE,hat08,clothes10,bkg01--body01--NONE--Eye04--Beak09--NONE--hat08--clothes10
8742,bkg04,body01,NONE,Eye06,Beak02,face03,hat83,clothes40,bkg04--body01--NONE--Eye06--Beak02--face03--hat83--clothes40
8743,bkg02,body01,cheeks05,Eye19,Beak13,NONE,hat16,clothes29,bkg02--body01--cheeks05--Eye19--Beak13--NONE--hat16--clothes29
8744,bkg05,body01,cheeks13,Eye03,Beak03,NONE,hat32,clothes06,bkg05--body01--cheeks13--Eye03--Beak03--NONE--hat32--clothes06
8745,bkg04,body01,cheeks13,Eye10,Beak07,NONE,hat15,clothes13,bkg04--body01--cheeks13--Eye10--Beak07--NONE--hat15--clothes13
8746,bkg05,body01,cheeks13,Eye12,Beak03,NONE,hat69,NONE,bkg05--body01--cheeks13--Eye12--Beak03--NONE--hat69--NONE
8747,bkg03,body01,NONE,Eye25,Beak11,face01,hat06,clothes24,bkg03--body01--NONE--Eye25--Beak11--face01--hat06--clothes24
8748,bkg06,body01,cheeks03,Eye12,Beak10,NONE,hat16,NONE,bkg06--body01--cheeks03--Eye12--Beak10--NONE--hat16--NONE
8749,bkg06,body01,NONE,Eye01,Beak03,face07,hat32,clothes14,bkg06--body01--NONE--Eye01--Beak03--face07--hat32--clothes14
8750,bkg01,body01,cheeks02,Eye29,Beak07,face03,hat60,clothes11,bkg01--body01--cheeks02--Eye29--Beak07--face03--hat60--clothes11
8751,bkg05,body01,NONE,Eye05,Beak09,NONE,hat74,clothes56,bkg05--body01--NONE--Eye05--Beak09--NONE--hat74--clothes56
8752,bkg07,body01,cheeks05,Eye08,Beak09,face04,hat18,clothes68,bkg07--body01--cheeks05--Eye08--Beak09--face04--hat18--clothes68
8753,bkg02,body01,cheeks08,Eye12,Beak04,NONE,hat75,clothes58,bkg02--body01--cheeks08--Eye12--Beak04--NONE--hat75--clothes58
8754,bkg04,body01,cheeks02,Eye01,Beak12,NONE,NONE,clothes33,bkg04--body01--cheeks02--Eye01--Beak12--NONE--NONE--clothes33
8755,bkg04,body01,NONE,Eye19,Beak11,NONE,hat08,clothes05,bkg04--body01--NONE--Eye19--Beak11--NONE--hat08--clothes05
8756,bkg02,body01,cheeks04,Eye30,Beak09,face05,hat30,clothes48,bkg02--body01--cheeks04--Eye30--Beak09--face05--hat30--clothes48
8757,bkg03,body01,cheeks08,Eye20,Beak05,NONE,NONE,NONE,bkg03--body01--cheeks08--Eye20--Beak05--NONE--NONE--NONE
8758,bkg02,body01,NONE,Eye07,Beak12,NONE,hat69,clothes45,bkg02--body01--NONE--Eye07--Beak12--NONE--hat69--clothes45
8759,bkg07,body01,cheeks06,Eye01,Beak13,NONE,hat34,clothes53,bkg07--body01--cheeks06--Eye01--Beak13--NONE--hat34--clothes53
8760,bkg05,body01,NONE,Eye22,Beak04,NONE,hat48,clothes62,bkg05--body01--NONE--Eye22--Beak04--NONE--hat48--clothes62
8761,bkg01,body01,NONE,Eye03,Beak06,face05,hat61,clothes32,bkg01--body01--NONE--Eye03--Beak06--face05--hat61--clothes32
8762,bkg06,body01,cheeks03,Eye21,Beak07,face01,hat29,NONE,bkg06--body01--cheeks03--Eye21--Beak07--face01--hat29--NONE
8763,bkg03,body01,cheeks05,Eye24,Beak09,face03,hat07,clothes49,bkg03--body01--cheeks05--Eye24--Beak09--face03--hat07--clothes49
8764,bkg01,body01,cheeks11,Eye02,Beak01,face04,hat46,clothes28,bkg01--body01--cheeks11--Eye02--Beak01--face04--hat46--clothes28
8765,bkg04,body01,cheeks11,Eye30,Beak12,face10,hat14,clothes68,bkg04--body01--cheeks11--Eye30--Beak12--face10--hat14--clothes68
8766,bkg02,body01,cheeks13,Eye05,Beak08,NONE,hat02,clothes09,bkg02--body01--cheeks13--Eye05--Beak08--NONE--hat02--clothes09
8767,bkg04,body01,NONE,Eye01,Beak05,NONE,hat37,clothes13,bkg04--body01--NONE--Eye01--Beak05--NONE--hat37--clothes13
8768,bkg06,body01,NONE,Eye12,Beak05,NONE,hat18,clothes24,bkg06--body01--NONE--Eye12--Beak05--NONE--hat18--clothes24
8769,bkg05,body01,cheeks05,Eye10,Beak10,NONE,hat27,clothes64,bkg05--body01--cheeks05--Eye10--Beak10--NONE--hat27--clothes64
8770,bkg07,body01,NONE,Eye05,Beak06,NONE,hat62,clothes36,bkg07--body01--NONE--Eye05--Beak06--NONE--hat62--clothes36
8771,bkg01,body01,cheeks06,Eye12,Beak02,NONE,hat41,clothes51,bkg01--body01--cheeks06--Eye12--Beak02--NONE--hat41--clothes51
8772,bkg07,body01,cheeks08,Eye08,Beak13,NONE,hat47,clothes11,bkg07--body01--cheeks08--Eye08--Beak13--NONE--hat47--clothes11
8773,bkg07,body01,NONE,Eye06,Beak07,face04,hat15,clothes71,bkg07--body01--NONE--Eye06--Beak07--face04--hat15--clothes71
8774,bkg05,body01,NONE,Eye16,Beak13,NONE,hat09,clothes83,bkg05--body01--NONE--Eye16--Beak13--NONE--hat09--clothes83
8775,bkg07,body01,cheeks04,Eye18,Beak02,NONE,hat11,clothes63,bkg07--body01--cheeks04--Eye18--Beak02--NONE--hat11--clothes63
8776,bkg05,body01,cheeks12,Eye08,Beak04,face03,hat66,clothes71,bkg05--body01--cheeks12--Eye08--Beak04--face03--hat66--clothes71
8777,bkg04,body01,cheeks13,Eye05,Beak10,face01,hat25,clothes83,bkg04--body01--cheeks13--Eye05--Beak10--face01--hat25--clothes83
8778,bkg05,body01,NONE,Eye11,Beak02,NONE,hat62,clothes09,bkg05--body01--NONE--Eye11--Beak02--NONE--hat62--clothes09
8779,bkg06,body01,cheeks12,Eye19,Beak06,NONE,hat02,clothes55,bkg06--body01--cheeks12--Eye19--Beak06--NONE--hat02--clothes55
8780,bkg03,body01,cheeks10,Eye22,Beak04,face05,NONE,clothes28,bkg03--body01--cheeks10--Eye22--Beak04--face05--NONE--clothes28
8781,bkg01,body01,cheeks04,Eye10,Beak10,face07,hat45,clothes20,bkg01--body01--cheeks04--Eye10--Beak10--face07--hat45--clothes20
8782,bkg03,body01,NONE,Eye02,Beak02,face01,hat57,clothes74,bkg03--body01--NONE--Eye02--Beak02--face01--hat57--clothes74
8783,bkg04,body01,cheeks12,Eye01,Beak01,NONE,hat54,clothes59,bkg04--body01--cheeks12--Eye01--Beak01--NONE--hat54--clothes59
8784,bkg01,body01,cheeks05,Eye18,Beak07,NONE,hat83,clothes51,bkg01--body01--cheeks05--Eye18--Beak07--NONE--hat83--clothes51
8785,bkg07,body01,cheeks11,Eye22,Beak13,NONE,hat52,clothes62,bkg07--body01--cheeks11--Eye22--Beak13--NONE--hat52--clothes62
8786,bkg04,body01,cheeks11,Eye01,Beak08,face04,NONE,clothes53,bkg04--body01--cheeks11--Eye01--Beak08--face04--NONE--clothes53
8787,bkg01,body01,cheeks07,Eye25,Beak02,face01,hat16,clothes06,bkg01--body01--cheeks07--Eye25--Beak02--face01--hat16--clothes06
8788,bkg05,body01,cheeks10,Eye29,Beak05,NONE,hat83,clothes44,bkg05--body01--cheeks10--Eye29--Beak05--NONE--hat83--clothes44
8789,bkg03,body01,cheeks13,Eye10,Beak09,NONE,hat44,clothes18,bkg03--body01--cheeks13--Eye10--Beak09--NONE--hat44--clothes18
8790,bkg07,body01,cheeks1,Eye19,Beak04,NONE,hat35,clothes31,bkg07--body01--cheeks1--Eye19--Beak04--NONE--hat35--clothes31
8791,bkg04,body01,cheeks03,Eye20,Beak08,face04,hat10,clothes29,bkg04--body01--cheeks03--Eye20--Beak08--face04--hat10--clothes29
8792,bkg05,body01,cheeks04,Eye24,Beak11,face05,hat54,clothes46,bkg05--body01--cheeks04--Eye24--Beak11--face05--hat54--clothes46
8793,bkg02,body01,cheeks10,Eye15,Beak09,face05,hat12,clothes37,bkg02--body01--cheeks10--Eye15--Beak09--face05--hat12--clothes37
8794,bkg02,body01,cheeks07,Eye07,Beak03,NONE,hat60,clothes24,bkg02--body01--cheeks07--Eye07--Beak03--NONE--hat60--clothes24
8795,bkg05,body01,cheeks13,Eye30,Beak11,NONE,hat69,clothes37,bkg05--body01--cheeks13--Eye30--Beak11--NONE--hat69--clothes37
8796,bkg07,body01,cheeks04,Eye01,Beak08,NONE,NONE,clothes65,bkg07--body01--cheeks04--Eye01--Beak08--NONE--NONE--clothes65
8797,bkg05,body01,cheeks04,Eye01,Beak04,face04,hat45,clothes44,bkg05--body01--cheeks04--Eye01--Beak04--face04--hat45--clothes44
8798,bkg04,body01,cheeks08,Eye16,Beak09,NONE,hat38,clothes44,bkg04--body01--cheeks08--Eye16--Beak09--NONE--hat38--clothes44
8799,bkg05,body01,NONE,Eye26,Beak08,NONE,hat04,clothes57,bkg05--body01--NONE--Eye26--Beak08--NONE--hat04--clothes57
8800,bkg05,body01,cheeks11,Eye25,Beak10,NONE,hat08,clothes24,bkg05--body01--cheeks11--Eye25--Beak10--NONE--hat08--clothes24
8801,bkg03,body01,cheeks05,Eye15,Beak09,NONE,hat83,clothes10,bkg03--body01--cheeks05--Eye15--Beak09--NONE--hat83--clothes10
8802,bkg01,body01,cheeks1,Eye01,Beak11,NONE,hat71,clothes55,bkg01--body01--cheeks1--Eye01--Beak11--NONE--hat71--clothes55
8803,bkg01,body01,cheeks05,Eye01,Beak02,NONE,hat83,clothes72,bkg01--body01--cheeks05--Eye01--Beak02--NONE--hat83--clothes72
8804,bkg06,body01,cheeks13,Eye01,Beak06,NONE,hat64,clothes56,bkg06--body01--cheeks13--Eye01--Beak06--NONE--hat64--clothes56
8805,bkg07,body01,NONE,Eye28,Beak01,face07,hat65,clothes37,bkg07--body01--NONE--Eye28--Beak01--face07--hat65--clothes37
8806,bkg03,body01,cheeks05,Eye02,Beak02,NONE,hat72,clothes75,bkg03--body01--cheeks05--Eye02--Beak02--NONE--hat72--clothes75
8807,bkg04,body01,cheeks04,Eye19,Beak10,NONE,hat16,clothes14,bkg04--body01--cheeks04--Eye19--Beak10--NONE--hat16--clothes14
8808,bkg06,body01,cheeks1,Eye06,Beak10,NONE,hat80,clothes28,bkg06--body01--cheeks1--Eye06--Beak10--NONE--hat80--clothes28
8809,bkg01,body01,cheeks04,Eye20,Beak13,NONE,hat79,clothes77,bkg01--body01--cheeks04--Eye20--Beak13--NONE--hat79--clothes77
8810,bkg04,body01,cheeks08,Eye14,Beak01,NONE,hat13,clothes10,bkg04--body01--cheeks08--Eye14--Beak01--NONE--hat13--clothes10
8811,bkg07,body01,cheeks10,Eye19,Beak02,NONE,hat61,clothes44,bkg07--body01--cheeks10--Eye19--Beak02--NONE--hat61--clothes44
8812,bkg03,body01,cheeks04,Eye12,Beak01,NONE,hat09,clothes41,bkg03--body01--cheeks04--Eye12--Beak01--NONE--hat09--clothes41
8813,bkg05,body01,cheeks07,Eye21,Beak09,NONE,hat32,clothes10,bkg05--body01--cheeks07--Eye21--Beak09--NONE--hat32--clothes10
8814,bkg01,body01,cheeks04,Eye08,Beak06,NONE,hat70,clothes69,bkg01--body01--cheeks04--Eye08--Beak06--NONE--hat70--clothes69
